Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rate,Critic_score,Critic_positive_reviews,Critic_mixed_reviews,Critic_negative_reviews,User_score,User_positive_reviews,User_mixed_reviews,User_negative_reviews,Type
Monopoly Party,GC,2002.0,Misc,Infogrames,0.1,0.03,0.0,0.0,0.13,Runecraft,E,65.0,0.0,4.0,0.0,7.8,4.0,0.0,1.0,Salon
LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0.0,0.01,0.13,TT Games,E10+,77.0,5.0,2.0,0.0,7.5,23.0,7.0,6.0,Portable
Thor: God of Thunder,DS,2011.0,Action,Sega,0.09,0.03,0.0,0.01,0.13,Liquid Entertainment,T,64.0,3.0,14.0,1.0,8.0,42.0,6.0,1.0,Portable
The Sky Crawlers: Innocent Aces,Wii,2008.0,Simulation,Namco Bandai Games,0.09,0.02,0.01,0.01,0.13,Access Games,T,74.0,22.0,20.0,0.0,8.2,8.0,0.0,1.0,Salon
Ice Age: Dawn of the Dinosaurs,X360,2009.0,Action,Activision,0.09,0.03,0.0,0.01,0.13,Activision,E10+,68.0,10.0,17.0,1.0,7.2,8.0,3.0,2.0,Salon
Drome Racers,PS2,2002.0,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13,Attention To Detail,E,57.0,0.0,9.0,1.0,3.0,1.0,0.0,3.0,Salon
NCIS,PS3,2011.0,Adventure,Ubisoft,0.07,0.04,0.0,0.02,0.13,Ubisoft,T,50.0,0.0,3.0,1.0,4.0,1.0,1.0,4.0,Salon
Cloudy With a Chance of Meatballs,Wii,2009.0,Platform,Ubisoft,0.11,0.0,0.0,0.01,0.13,Ubisoft Shanghai,E,68.0,1.0,3.0,0.0,7.6,2.0,3.0,0.0,Salon
Burnout,XB,2002.0,Racing,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,Criterion Games,E,75.0,8.0,5.0,0.0,7.8,7.0,4.0,1.0,Salon
Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009.0,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,Ubisoft,E10+,36.0,0.0,1.0,7.0,6.8,3.0,1.0,2.0,Portable
Baroque,PS2,2007.0,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13,Sting,T,60.0,1.0,4.0,1.0,6.7,15.0,0.0,7.0,Salon
NBA Ballers: Phenom,XB,2006.0,Sports,Midway Games,0.09,0.03,0.0,0.0,0.13,Midway,E,70.0,8.0,14.0,1.0,8.2,3.0,2.0,0.0,Salon
Crash Tag Team Racing,XB,2005.0,Racing,Vivendi Games,0.09,0.03,0.0,0.0,0.13,Radical Entertainment,E10+,69.0,5.0,11.0,1.0,7.7,21.0,4.0,4.0,Salon
Freedom Fighters,GC,2003.0,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13,Io Interactive,T,83.0,14.0,1.0,0.0,4.5,3.0,1.0,4.0,Salon
Operation Abyss: New Tokyo Legacy,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.04,0.01,0.06,0.02,0.13,Experience Inc.,M,66.0,6.0,17.0,2.0,7.3,18.0,1.0,6.0,Portable
Mega Man X Collection,GC,2006.0,Misc,Capcom,0.1,0.03,0.0,0.0,0.13,Capcom,E,75.0,15.0,8.0,0.0,7.4,22.0,1.0,7.0,Salon
Dragon Ball: Origins,DS,2008.0,Action,Atari,0.09,0.03,0.0,0.01,0.13,Game Republic,T,78.0,14.0,4.0,0.0,7.7,18.0,9.0,2.0,Portable
Quantum Redshift,XB,2002.0,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13,Curly Monsters,T,70.0,6.0,15.0,0.0,7.8,8.0,2.0,1.0,Salon
Smash Court Tennis Pro Tournament 2,PS2,2004.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,Namco,E,74.0,27.0,14.0,0.0,7.6,7.0,0.0,2.0,Salon
Eat Lead: The Return of Matt Hazard,X360,2009.0,Shooter,D3Publisher,0.1,0.01,0.0,0.01,0.13,Vicious Cycle,T,53.0,2.0,35.0,16.0,6.8,6.0,13.0,1.0,Salon
Battleborn,XOne,2016.0,Shooter,Take-Two Interactive,0.08,0.04,0.0,0.01,0.13,Gearbox Software,T,71.0,6.0,14.0,0.0,7.1,122.0,14.0,44.0,Salon
Armed and Dangerous,XB,2003.0,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13,Planet Moon Studios,T,79.0,29.0,11.0,1.0,6.5,8.0,3.0,4.0,Salon
Adventures to Go!,PSP,2008.0,Role-Playing,Zushi Games,0.1,0.0,0.01,0.01,0.13,Global A,E10+,58.0,0.0,6.0,1.0,7.3,7.0,1.0,2.0,Portable
Conduit 2,Wii,2011.0,Shooter,Sega,0.07,0.04,0.0,0.01,0.13,High Voltage Software,T,64.0,18.0,28.0,5.0,7.7,47.0,12.0,10.0,Salon
Supremacy MMA,PS3,2011.0,Fighting,505 Games,0.06,0.04,0.0,0.02,0.13,Kung Fu Factory,M,47.0,0.0,7.0,10.0,5.0,2.0,2.0,3.0,Salon
Geometry Wars: Galaxies,Wii,2007.0,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.13,Kuju Entertainment,E,80.0,45.0,10.0,0.0,7.3,8.0,2.0,2.0,Salon
Ninja Reflex,Wii,2008.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.12,Sanzaru Games,E10+,49.0,2.0,11.0,13.0,4.2,0.0,3.0,3.0,Salon
Calling,Wii,2009.0,Adventure,Konami Digital Entertainment,0.07,0.04,0.0,0.01,0.12,Hudson Entertainment,T,49.0,2.0,14.0,12.0,7.6,12.0,8.0,0.0,Salon
Marvel Avengers: Battle for Earth,WiiU,2012.0,Action,Ubisoft,0.07,0.04,0.0,0.01,0.12,Ubisoft Quebec,T,50.0,0.0,6.0,4.0,5.5,10.0,6.0,12.0,Portable
Sleeping Dogs,PC,2012.0,Action,Square Enix,0.06,0.05,0.0,0.02,0.12,United Front Games,M,80.0,18.0,5.0,0.0,8.2,1200.0,253.0,83.0,Salon
Mega Man X: Command Mission,GC,2004.0,Role-Playing,Capcom,0.1,0.02,0.0,0.0,0.12,"Valuewave Co.,Ltd.",E,67.0,6.0,13.0,2.0,6.4,14.0,5.0,7.0,Salon
Worms 3D,PS2,2003.0,Strategy,Sega,0.06,0.05,0.0,0.02,0.12,Team17,T,70.0,17.0,12.0,2.0,7.2,11.0,12.0,3.0,Salon
Godzilla Unleashed: Double Smash,DS,2007.0,Action,Atari,0.11,0.0,0.0,0.01,0.12,"Pipeworks Software, Inc.",E10+,28.0,0.0,1.0,17.0,5.2,4.0,1.0,5.0,Portable
Star Trek: Conquest,Wii,2007.0,Strategy,Bethesda Softworks,0.11,0.01,0.0,0.01,0.12,4J Studios,E,49.0,1.0,9.0,8.0,6.3,1.0,2.0,1.0,Salon
Obscure: The Aftermath,Wii,2008.0,Action,Playlogic Game Factory,0.12,0.0,0.0,0.01,0.12,Hydravision,M,53.0,2.0,8.0,9.0,9.0,8.0,2.0,0.0,Salon
WRC: FIA World Rally Championship,X360,2011.0,Racing,Black Bean Games,0.0,0.1,0.0,0.02,0.12,Milestone S.r.l,E,66.0,3.0,21.0,0.0,5.8,2.0,2.0,1.0,Salon
Blackwater,X360,2011.0,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12,Zombie Studios,T,37.0,0.0,3.0,9.0,4.5,5.0,3.0,8.0,Salon
Pryzm Chapter One: The Dark Unicorn,PS2,2002.0,Adventure,TDK Mediactive,0.06,0.05,0.0,0.02,0.12,Digital Illusions,T,59.0,0.0,7.0,1.0,3.0,1.0,0.0,4.0,Salon
Homefront: The Revolution,XOne,2016.0,Shooter,Deep Silver,0.05,0.07,0.0,0.01,0.12,Deep Silver Dambuster Studios,M,49.0,1.0,7.0,4.0,4.7,49.0,31.0,75.0,Salon
Guilty Gear X,PS2,2001.0,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12,Arc System Works,T,79.0,12.0,3.0,0.0,7.8,14.0,3.0,2.0,Salon
Disney's PK: Out of the Shadows,PS2,2002.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.12,Ubisoft,E,49.0,1.0,7.0,6.0,7.4,4.0,2.0,1.0,Salon
Rocket League,XOne,2016.0,Sports,505 Games,0.03,0.09,0.0,0.01,0.12,Psyonix,E,87.0,22.0,0.0,0.0,7.9,281.0,46.0,40.0,Salon
Wild ARMs 5 (jp sales),PS2,2006.0,Role-Playing,505 Games,0.0,0.0,0.12,0.0,0.12,Media.Vision,T,71.0,12.0,14.0,0.0,7.7,18.0,3.0,4.0,Salon
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013.0,Action,Ubisoft,0.05,0.07,0.0,0.01,0.12,Ubisoft Toronto,M,75.0,3.0,2.0,0.0,7.8,115.0,20.0,25.0,Portable
Gladiator Begins,PSP,2010.0,Action,PQube,0.05,0.01,0.05,0.01,0.12,Goshow,M,59.0,1.0,8.0,0.0,8.4,61.0,5.0,2.0,Portable
Puzzle Quest 2,DS,2010.0,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,Infinite Interactive,E10+,74.0,15.0,11.0,1.0,5.7,3.0,2.0,2.0,Portable
The King of Fighters '98 Ultimate Match,PS2,2008.0,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,SNK Playmore,T,73.0,7.0,3.0,1.0,8.9,20.0,1.0,1.0,Salon
Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,Tamsoft,M,55.0,1.0,17.0,6.0,7.7,7.0,1.0,1.0,Salon
Puzzle Quest: Challenge of the Warlords,PS2,2007.0,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.12,1st Playable Productions,E10+,78.0,9.0,2.0,0.0,5.8,2.0,1.0,1.0,Salon
Undead Knights,PSP,2009.0,Action,Ubisoft Annecy,0.05,0.01,0.06,0.01,0.12,Now Production,M,63.0,6.0,18.0,3.0,8.2,10.0,3.0,1.0,Portable
Final Fantasy XIV: Heavensward,PS4,2015.0,Action,Square Enix,0.0,0.05,0.06,0.01,0.12,Square Enix,T,86.0,18.0,2.0,0.0,7.9,360.0,40.0,59.0,Salon
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005.0,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,Nippon Ichi Software,T,77.0,28.0,13.0,0.0,8.2,7.0,4.0,0.0,Salon
The Ant Bully,GC,2006.0,Platform,Midway Games,0.09,0.02,0.0,0.0,0.12,Artificial Mind and Movement,E10+,51.0,0.0,6.0,2.0,4.6,1.0,2.0,2.0,Salon
Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.02,0.12,Artdink,T,66.0,2.0,4.0,1.0,7.1,39.0,10.0,15.0,Portable
Fuse (Insomniac),PS3,2013.0,Shooter,Electronic Arts,0.06,0.04,0.0,0.02,0.12,Insomniac Games,M,63.0,4.0,28.0,3.0,5.4,45.0,33.0,43.0,Salon
Record of Agarest War Zero,PS3,2011.0,Strategy,Ghostlight,0.09,0.0,0.03,0.01,0.12,Compile Heart,T,50.0,0.0,5.0,3.0,6.6,14.0,13.0,8.0,Salon
Lunar: Dragon Song,DS,2005.0,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,Japan Art Media (JAM),E10+,59.0,2.0,22.0,6.0,4.2,2.0,4.0,6.0,Portable
WWE SmackDown vs Raw 2008,DS,2007.0,Fighting,THQ,0.11,0.01,0.0,0.01,0.12,Yuke's,T,61.0,1.0,10.0,1.0,5.4,3.0,2.0,2.0,Portable
Red Faction II,XB,2003.0,Shooter,THQ,0.09,0.03,0.0,0.0,0.12,Volition Inc.,M,74.0,13.0,6.0,1.0,5.9,4.0,4.0,2.0,Salon
Voodoo Vince,XB,2003.0,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,Beep Industries,T,73.0,23.0,14.0,1.0,7.8,20.0,1.0,4.0,Salon
Bodycount,PS3,2011.0,Shooter,Codemasters,0.05,0.06,0.0,0.02,0.12,Guildford Studio,M,50.0,0.0,25.0,15.0,4.5,9.0,13.0,22.0,Salon
The X Files: Resist or Serve,PS2,2004.0,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12,Black Ops Entertainment,M,67.0,9.0,20.0,2.0,7.4,11.0,7.0,1.0,Salon
Curious George,PS2,2006.0,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,Monkey Bar Games,E,53.0,0.0,9.0,4.0,6.5,1.0,2.0,1.0,Salon
Zathura,PS2,2005.0,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,High Voltage Software,E10+,43.0,0.0,5.0,11.0,4.8,2.0,1.0,2.0,Salon
Tenchu: Shadow Assassins,PSP,2009.0,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12,Acquire,M,68.0,5.0,12.0,1.0,6.8,27.0,3.0,7.0,Portable
Lost Planet 3,X360,2013.0,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12,Spark Unlimited,T,58.0,4.0,34.0,5.0,5.8,64.0,41.0,49.0,Salon
Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,PQube,0.03,0.05,0.02,0.02,0.12,Arc System Works,T,83.0,26.0,2.0,0.0,7.5,67.0,19.0,16.0,Portable
Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,Spicy Horse,M,75.0,17.0,12.0,0.0,8.3,570.0,143.0,39.0,Salon
The King of Fighters Collection: The Orochi Saga,Wii,2008.0,Fighting,Ignition Entertainment,0.11,0.0,0.0,0.01,0.12,M2,T,70.0,7.0,8.0,0.0,7.7,4.0,1.0,1.0,Salon
Atelier Annie: Alchemists of Sera Island,DS,2009.0,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,Gust,E10+,70.0,5.0,6.0,0.0,6.3,6.0,2.0,3.0,Portable
Breakdown,XB,2004.0,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12,Namco,M,71.0,35.0,23.0,4.0,7.7,18.0,1.0,4.0,Salon
The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.01,0.0,0.11,0.0,0.12,Falcom,T,90.0,4.0,0.0,0.0,8.2,92.0,6.0,17.0,Salon
Killer is Dead,X360,2013.0,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,Grasshopper Manufacture,M,64.0,12.0,22.0,4.0,7.2,98.0,23.0,31.0,Salon
Lost in Shadow,Wii,2010.0,Platform,Konami Digital Entertainment,0.1,0.0,0.01,0.01,0.12,Hudson Soft,E10+,68.0,14.0,21.0,3.0,9.1,21.0,3.0,0.0,Salon
X2: Wolverine's Revenge,GC,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12,GenePool,T,62.0,3.0,15.0,3.0,6.0,1.0,3.0,1.0,Salon
Conception II: Children of the Seven Stars,3DS,2013.0,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12,Spike Chunsoft,M,62.0,2.0,8.0,1.0,7.7,29.0,9.0,5.0,Portable
Sega Soccer Slam,PS2,2002.0,Sports,Sega,0.06,0.05,0.0,0.02,0.12,EA Black Box,E,66.0,2.0,6.0,1.0,7.8,3.0,1.0,0.0,Salon
Phantasy Star Universe,X360,2006.0,Role-Playing,Sega,0.09,0.02,0.0,0.01,0.12,Sonic Team,T,64.0,5.0,24.0,5.0,7.1,12.0,8.0,3.0,Salon
College Hoops 2K6,X360,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,2K Sports,E,70.0,7.0,10.0,0.0,5.5,2.0,2.0,2.0,Salon
Mytran Wars,PSP,2009.0,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12,Stormregion,T,68.0,7.0,7.0,2.0,8.3,8.0,1.0,1.0,Portable
Prince of Persia: Rival Swords,PSP,2007.0,Action,Ubisoft,0.08,0.02,0.0,0.02,0.12,Ubisoft Montreal,T,74.0,7.0,9.0,0.0,7.5,18.0,5.0,4.0,Portable
Sonic Adventure 2,DC,2001.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12,Sonic Team,E,89.0,16.0,2.0,0.0,8.5,480.0,63.0,43.0,Salon
Gladiator: Sword of Vengeance,PS2,2003.0,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,Acclaim Studios Manchester,M,65.0,7.0,9.0,3.0,6.6,2.0,5.0,0.0,Salon
nail'd,PS3,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12,Techland,E10+,66.0,10.0,26.0,0.0,6.2,4.0,8.0,3.0,Salon
PixelJunk Monsters Deluxe,PSP,2010.0,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,Q-Games,E,86.0,27.0,0.0,0.0,7.9,22.0,2.0,4.0,Portable
Tom Clancy's EndWar,PSP,2008.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,Ubisoft Shanghai,T,68.0,1.0,6.0,0.0,7.0,3.0,1.0,1.0,Portable
Lost Magic,DS,2006.0,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12,Taito Corporation,E,68.0,14.0,27.0,3.0,6.8,14.0,6.0,4.0,Portable
Pinball Hall of Fame: The Williams Collection,X360,2009.0,Misc,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,Farsight Studios,E10+,83.0,16.0,2.0,0.0,6.7,5.0,0.0,2.0,Salon
Sacred 3,PS3,2014.0,Role-Playing,Deep Silver,0.03,0.05,0.02,0.02,0.12,Deep Silver,M,56.0,2.0,9.0,2.0,3.5,14.0,7.0,33.0,Salon
Onimusha: Blade Warriors,PS2,2003.0,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,Capcom,T,65.0,7.0,23.0,3.0,5.7,4.0,3.0,4.0,Salon
Disney's Extreme Skate Adventure,GC,2003.0,Sports,Activision,0.09,0.02,0.0,0.0,0.12,Toys for Bob,E,76.0,13.0,5.0,0.0,7.9,5.0,1.0,1.0,Salon
7 Days to Die,PS4,2016.0,Action,Telltale Games,0.03,0.07,0.0,0.02,0.12,Iron Galaxy Studios,M,45.0,1.0,6.0,9.0,5.8,122.0,67.0,103.0,Salon
Psychonauts,XB,2005.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12,Double Fine Productions,T,88.0,53.0,1.0,0.0,8.2,118.0,20.0,13.0,Salon
Power Gig: Rise of the SixString,X360,2010.0,Misc,Seven45 Studios,0.11,0.0,0.0,0.01,0.12,Seven45 Studios,T,36.0,1.0,4.0,15.0,2.1,2.0,2.0,13.0,Salon
Battles of Prince of Persia,DS,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,Ubisoft Montreal,E10+,64.0,5.0,9.0,2.0,7.2,3.0,1.0,1.0,Portable
Cruis'n,Wii,2007.0,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12,Midway Studios - San Diego,E,25.0,0.0,0.0,7.0,4.4,5.0,2.0,8.0,Salon
Hatsune Miku: Project Diva X,PSV,2016.0,Misc,Sega,0.01,0.0,0.1,0.0,0.12,Sega,T,83.0,5.0,0.0,0.0,8.0,25.0,8.0,3.0,Portable
Tropico 5,PC,2014.0,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12,Haemimont Games,T,75.0,31.0,19.0,1.0,6.9,227.0,145.0,78.0,Salon
Rodea the Sky Soldier,WiiU,2015.0,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,Kadokawa,E10+,45.0,1.0,14.0,16.0,6.5,47.0,13.0,25.0,Portable
Peggle: Dual Shot,DS,2009.0,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12,Q Entertainment,E,84.0,14.0,3.0,0.0,6.7,6.0,3.0,2.0,Portable
Sniper Elite,Wii,2010.0,Shooter,Reef Entertainment,0.08,0.03,0.0,0.01,0.12,Rebellion,M,71.0,1.0,3.0,0.0,7.1,5.0,1.0,1.0,Salon
Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.09,0.02,0.0,0.01,0.12,Renegade Kid,M,75.0,15.0,9.0,1.0,8.4,22.0,5.0,2.0,Portable
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015.0,Action,Idea Factory International,0.02,0.03,0.05,0.01,0.12,Compile Heart,T,61.0,4.0,14.0,4.0,6.6,11.0,9.0,5.0,Portable
Deception IV: Blood Ties,PS3,2014.0,Action,Tecmo Koei,0.02,0.02,0.06,0.01,0.12,Koei Tecmo Games,M,70.0,5.0,14.0,0.0,7.9,19.0,7.0,3.0,Salon
Castlevania: Curse of Darkness,XB,2005.0,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12,Konami,M,74.0,12.0,14.0,0.0,7.9,10.0,1.0,2.0,Salon
Spider-Man: Edge of Time,3DS,2011.0,Action,Activision,0.08,0.03,0.0,0.01,0.12,Beenox,T,50.0,0.0,5.0,2.0,6.1,6.0,4.0,5.0,Portable
Turok: Evolution,GBA,2002.0,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12,RFX Interactive,T,72.0,3.0,4.0,1.0,8.9,6.0,1.0,0.0,Portable
Nightshade,PS2,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12,Overworks,M,68.0,13.0,23.0,3.0,8.3,8.0,5.0,0.0,Salon
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003.0,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12,Eurocom,T,73.0,17.0,7.0,2.0,7.3,4.0,1.0,1.0,Salon
Lost Horizon,PC,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.12,Animation Arts,T,77.0,17.0,7.0,0.0,7.6,31.0,10.0,4.0,Salon
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005.0,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12,KCE Studios,E10+,57.0,2.0,7.0,1.0,8.1,8.0,3.0,1.0,Salon
Tokyo Twilight Ghost Hunters,PSV,2014.0,Role-Playing,Aksys Games,0.06,0.01,0.02,0.02,0.12,TOYBOX,T,63.0,3.0,6.0,3.0,7.2,12.0,3.0,4.0,Portable
TMNT,PSP,2007.0,Action,Ubisoft,0.1,0.01,0.0,0.01,0.12,Ubisoft Montreal,E10+,37.0,0.0,1.0,6.0,4.6,3.0,4.0,7.0,Portable
de Blob 2,DS,2011.0,Platform,THQ,0.09,0.02,0.0,0.01,0.12,Blue Tongue Entertainment,E10+,75.0,8.0,3.0,0.0,7.8,7.0,3.0,1.0,Portable
Arctic Thunder,XB,2001.0,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12,Inland Productions,T,57.0,2.0,11.0,4.0,6.7,4.0,1.0,1.0,Salon
Darkspore,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,Maxis,T,65.0,13.0,38.0,1.0,6.0,59.0,33.0,46.0,Salon
Armored Core: Verdict Day,PS3,2013.0,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,From Software,T,66.0,4.0,13.0,1.0,7.7,27.0,10.0,6.0,Salon
Dawn of Discovery,DS,2009.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.12,Blue Byte,T,82.0,10.0,1.0,0.0,6.3,2.0,1.0,1.0,Portable
Fantastic Four: Rise of the Silver Surfer,X360,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.12,Visual Concepts,T,45.0,0.0,15.0,15.0,6.3,6.0,3.0,4.0,Salon
Die Hard: Vendetta,GC,2002.0,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12,Bits Studios,M,54.0,3.0,12.0,8.0,6.2,3.0,5.0,2.0,Salon
Dead Island Definitive Collection,PS4,2016.0,Action,Deep Silver,0.02,0.07,0.01,0.02,0.12,Techland,M,63.0,6.0,24.0,2.0,6.5,62.0,55.0,34.0,Salon
Sphinx and the Cursed Mummy,XB,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.12,Eurocom,T,79.0,16.0,5.0,0.0,8.2,9.0,0.0,2.0,Salon
A Witch's Tale,DS,2009.0,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11,Hit Maker,E10+,50.0,0.0,12.0,5.0,7.0,4.0,2.0,2.0,Portable
Stronghold,PC,2001.0,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,FireFly Studios,T,81.0,13.0,6.0,0.0,8.8,342.0,41.0,5.0,Salon
Warhammer: Battle March,X360,2008.0,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11,Black Hole Games,M,55.0,1.0,22.0,7.0,6.5,4.0,5.0,1.0,Salon
Dead Man's Hand,XB,2004.0,Shooter,Atari,0.09,0.02,0.0,0.0,0.11,Human Head Studios,T,62.0,6.0,21.0,4.0,5.4,2.0,1.0,2.0,Salon
Pac 'n Roll,DS,2005.0,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11,Namco,E,72.0,16.0,18.0,1.0,8.5,4.0,2.0,0.0,Portable
Dokapon Kingdom,PS2,2007.0,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11,Sting,E10+,61.0,3.0,3.0,2.0,7.1,6.0,3.0,2.0,Salon
ToeJam & Earl III: Mission to Earth,XB,2002.0,Action,Sega,0.09,0.02,0.0,0.0,0.11,ToeJam & Earl Productions,T,71.0,9.0,15.0,0.0,7.1,7.0,1.0,2.0,Salon
Phantasy Star Collection,GBA,2002.0,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11,Digital Eclipse,E,76.0,13.0,7.0,0.0,8.5,2.0,2.0,0.0,Portable
Retro Game Challenge,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,indieszero,E,77.0,23.0,6.0,1.0,5.9,8.0,1.0,4.0,Portable
Every Extend Extra,PSP,2006.0,Shooter,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.11,Q Entertainment,E,74.0,28.0,16.0,1.0,6.3,5.0,1.0,2.0,Portable
Shining Force NEO,PS2,2005.0,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11,Neverland,T,69.0,5.0,6.0,1.0,7.6,11.0,0.0,2.0,Salon
Tony Hawk's Pro Skater 5,XOne,2015.0,Sports,Activision,0.08,0.02,0.0,0.01,0.11,Robomodo,T,39.0,0.0,7.0,11.0,2.1,19.0,13.0,105.0,Salon
Ultimate Mortal Kombat,DS,2007.0,Fighting,Midway Games,0.09,0.01,0.0,0.01,0.11,Other Ocean Interactive,M,73.0,11.0,15.0,0.0,8.3,22.0,5.0,2.0,Portable
FIFA Street 2,GC,2006.0,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11,EA Canada,E,63.0,4.0,9.0,3.0,8.2,3.0,2.0,0.0,Salon
DiRT Rally,XOne,2016.0,Racing,Codemasters,0.03,0.08,0.0,0.01,0.11,Codemasters,E,86.0,17.0,0.0,0.0,8.0,71.0,8.0,12.0,Salon
Taito Legends,PS2,2005.0,Misc,Empire Interactive,0.06,0.04,0.0,0.01,0.11,Empire Oxford,T,68.0,8.0,8.0,2.0,7.6,4.0,3.0,0.0,Salon
Star Trek: Conquest,PS2,2007.0,Strategy,Bethesda Softworks,0.06,0.04,0.0,0.01,0.11,4J Studios,E,54.0,2.0,10.0,3.0,8.3,6.0,3.0,0.0,Salon
Life is Strange,XOne,2016.0,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11,DONTNOD Entertainment,M,85.0,4.0,0.0,0.0,8.6,308.0,24.0,26.0,Salon
